ASX Code,Security Group Code,Issuer Name Full,Product Description Abbrev,Last Price ($),Business Date
GLIN  ,EQY,AMP CAPITAL GLOBAL INFR SEC FUND (UNHEDGED) (MANAGED FUND),ETF UNITS           ,24.65,20230630
GLPR  ,EQY,ISHARES FTSE GBL PROPERTY EX AUS (AUD HEDGED) ETF,ETF UNITS           ,24.89,20230628
GMTL  ,EQY,GLOBAL X GREEN METAL MINERS ETF,ETF UNITS           ,9.36,20230629
GOAT  ,EQY,VANECK MORNINGSTAR INTERNATIONAL WIDE MOAT ETF,ETF UNITS           ,26.06,20230630
GOVT  ,EQY,SPDR S&P/ASX AUSTRALIAN GOVERNMENT BOND FUND,ETF UNITS           ,23.41,20230630
GPEQ  ,EQY,VANECK GLOBAL LISTED PRIVATE EQUITY ETF,ETF UNITS           ,16.38,20230629
GRNV  ,EQY,VANECK MSCI AUSTRALIAN SUSTAINABLE EQUITY ETF,ETF UNITS           ,27.83,20230630
HACK  ,EQY,BETASHARES GLOBAL CYBERSECURITY ETF,ETF UNITS           ,9.32,20230630
HCRD  ,EQY,BETASHARES INTEREST RATE HEDGED AUS CORP BOND ETF,ETF UNITS           ,23.37,20230629
HETH  ,EQY,BETASHARES GLOBAL SUSTAINABILITY LEADERS ETF - CH,ETF UNITS           ,12.25,20230630
HEUR  ,EQY,BETASHARES EUROPE ETF-CURRENCY HEDGED,ETF UNITS           ,13,20230630
HGBL  ,EQY,BETASHARES GLOBAL SHARES ETF - CURRENCY HEDGED,ETF UNITS           ,52.6,20230629
HGEN  ,EQY,GLOBAL X HYDROGEN ETF,ETF UNITS           ,6.96,20230630
HJPN  ,EQY,BETASHARES JAPAN ETF-CURRENCY HEDGED,ETF UNITS           ,17.21,20230630
HLTH  ,EQY,VANECK GLOBAL HEALTHCARE LEADERS ETF,ETF UNITS           ,10.2,20230630
HNDQ  ,EQY,BETASHARES NASDAQ 100 ETF - CURRENCY HEDGED,ETF UNITS           ,31.67,20230630
HQLT  ,EQY,BETASHARES GLOBAL QUALITY LEADERS ETF CURRENCY HEDGED,ETF UNITS           ,24.45,20230630
HVST  ,EQY,BETASHARES AUSTRALIAN DIVIDEND HARVESTER FUND (MANAGED FUND),ETF UNITS           ,12.48,20230630
IAA   ,EQY,ISHARES ASIA 50 ETF                                         ,ETF UNITS           ,90.3,20230630
IAF   ,EQY,ISHARES CORE COMPOSITE BOND ETF                             ,ETF UNITS           ,99.52,20230630
IBAL  ,EQY,ISHARES BALANCED ESG ETF,ETF UNITS           ,25.93,20230502
IBUY  ,EQY,BETASHARES ONLINE RETAIL AND E-COMMERCE ETF,ETF UNITS           ,9.92,20230630
ICOR  ,EQY,ISHARES CORE CORPORATE BOND ETF,ETF UNITS           ,92.07,20230630
IEAT  ,EQY,BETASHARES FUTURE OF FOOD ETF,ETF UNITS           ,10.44,20230628
IEM   ,EQY,ISHARES MSCI EMERGING MARKETS ETF                           ,ETF UNITS           ,58.46,20230630
IESG  ,EQY,ISHARES CORE MSCI AUSTRALIA ESG ETF,ETF UNITS           ,26.13,20230630
IEU   ,EQY,ISHARES EUROPE ETF                                          ,ETF UNITS           ,76.6,20230630
IFRA  ,EQY,VANECK FTSE GLOBAL INFRASTRUCTURE (HEDGED) ETF,ETF UNITS           ,20.2,20230630
IGB   ,EQY,ISHARES TREASURY ETF                                        ,ETF UNITS           ,96.82,20230630
IGRO  ,EQY,ISHARES HIGH GROWTH ESG ETF,ETF UNITS           ,27.14,20230630
IHCB  ,EQY,ISHARES CORE GLOBAL CORPORATE BOND(AUD HEDGED) ETF,ETF UNITS           ,90.5,20230630
IHD   ,EQY,ISHARES S&P/ASX DIV OPPORTUNITIES ESG SCREENED ETF          ,ETF UNITS           ,13.05,20230630
IHEB  ,EQY,ISHARES J.P. MORGAN USD EMERGING MARKETS (AUD HEDGED) ETF,ETF UNITS           ,74.26,20230630
IHHY  ,EQY,ISHARES GLOBAL HIGH YIELD BOND (AUD HEDGED) ETF,ETF UNITS           ,90.51,20230630
IHOO  ,EQY,ISHARES GLOBAL 100 AUD HEDGED ETF,ETF UNITS           ,140.52,20230630
IHVV  ,EQY,ISHARES S&P 500 AUD HEDGED ETF,ETF UNITS           ,41.68,20230630
IHWL  ,EQY,ISHARES CORE MSCI WORLD EX AUS ESG (AUD HED) ETF,ETF UNITS           ,42.42,20230630
IIND  ,EQY,BETASHARES INDIA QUALITY ETF.,ETF UNITS           ,10.76,20230630
IJH   ,EQY,ISHARES S&P MID-CAP ETF                                     ,ETF UNITS           ,39.35,20230630
IJP   ,EQY,ISHARES MSCI JAPAN ETF                                      ,ETF UNITS           ,93.18,20230630
IJR   ,EQY,ISHARES S&P SMALL-CAP ETF                                   ,ETF UNITS           ,150.75,20230630
IKO   ,EQY,ISHARES MSCI SOUTH KOREA ETF                                ,ETF UNITS           ,97.12,20230630
ILB   ,EQY,ISHARES GOVERNMENT INFLATION ETF                            ,ETF UNITS           ,123.34,20230630
ILC   ,EQY,ISHARES S&P/ASX 20 ETF                                      ,ISHARES S&P/ASX20   ,27.8,20230630
INCM  ,EQY,BETASHARES GLOBAL INCOME LEADERS ETF,ETF UNITS           ,15.23,20230630
IOO   ,EQY,ISHARES GLOBAL 100 ETF                                      ,ETF UNITS           ,113.86,20230630
IOZ   ,EQY,ISHARES CORE S&P/ASX 200 ETF                                ,ETF UNITS           ,29.17,20230630
IPAY  ,EQY,BETASHARES FUTURE OF PAYMENTS ETF,ETF UNITS           ,9.21,20230629
ISEC  ,EQY,ISHARES ENHANCED CASH ETF,ETF UNITS           ,100.69,20230630
ISO   ,EQY,ISHARES S&P/ASX SMALL ORDINARIES ETF                        ,ISHARES SMALL ORDS  ,4.33,20230630
ITEK  ,EQY,ISHARES FUTURE TECH INNOVATORS ETF,ETF UNITS           ,26.44,20230630
IVE   ,EQY,ISHARES MSCI EAFE ETF                                       ,ETF UNITS           ,109.58,20230630
IVV   ,EQY,ISHARES S&P 500 ETF                                         ,ETF UNITS           ,44.45,20230630
IWLD  ,EQY,ISHARES CORE MSCI WORLD EX AUSTRALIA ESG ETF,ETF UNITS           ,45.84,20230630
IXI   ,EQY,ISHARES GLOBAL CONSUMER STAPLES ETF                         ,ETF UNITS           ,91.97,20230630
IXJ   ,EQY,ISHARES GLOBAL HEALTHCARE ETF                               ,ETF UNITS           ,127.04,20230630
IYLD  ,EQY,ISHARES YIELD PLUS ETF,ETF UNITS           ,98.29,20230630
IZZ   ,EQY,ISHARES CHINA LARGE-CAP ETF                                 ,ETF UNITS           ,41.18,20230630
MNRS  ,EQY,BETASHARES GLOBAL GOLD MINERS ETF - CURRENCY HEDGED,ETF UNITS           ,5.16,20230630
MOAT  ,EQY,VANECK MORNINGSTAR WIDE MOAT ETF,ETF UNITS           ,120.62,20230630
MTAV  ,EQY,BETASHARES METAVERSE ETF,ETF UNITS           ,11.67,20230630
MVA   ,EQY,VANECK AUSTRALIAN PROPERTY ETF                              ,ETF UNITS           ,20.81,20230630
MVB   ,EQY,VANECK AUSTRALIAN BANKS ETF                                 ,ETF UNITS           ,28.81,20230630
MVE   ,EQY,VANECK S&P/ASX MIDCAP ETF                                   ,ETF UNITS           ,36.7,20230630
MVOL  ,EQY,ISHARES EDGE MSCI AUSTRALIA MINIMUM VOLATILITY ETF,ETF UNITS           ,30.75,20230630
MVR   ,EQY,VANECK AUSTRALIAN RESOURCES ETF                             ,ETF UNITS           ,38.61,20230630
MVS   ,EQY,VANECK SMALL COMPANIES MASTERS ETF                          ,ETF UNITS           ,18.29,20230630
MVW   ,EQY,VANECK AUSTRALIAN EQUAL WEIGHT ETF                          ,ETF UNITS           ,34.69,20230630
NDIA  ,EQY,GLOBAL X INDIA NIFTY 50 ETF,ETF UNITS           ,63.89,20230630
NDQ   ,EQY,BETASHARES NASDAQ 100 ETF                                   ,ETF UNITS           ,35.05,20230630
NUGG  ,EQY,VANECK GOLD BULLION ETF,ETF UNITS           ,28.85,20230630
OOO   ,EQY,BETASHARES CRUDE OIL INDEX ETF-CURRENCY HEDGED (SYNTHETIC)  ,ETF UNITS           ,4.87,20230630
OZBD  ,EQY,BETASHARES AUSTRALIAN COMPOSITE BOND ETF,ETF UNITS           ,43.52,20230630
OZF   ,EQY,SPDR S&P/ASX 200 FINANCIALS EX A-REIT FUND                  ,ETF UNITS           ,20.29,20230630
OZR   ,EQY,SPDR S&P/ASX 200 RESOURCES FUND                             ,ETF UNITS           ,13.47,20230630
OZXX  ,EQY,GLOBAL X AUSTRALIA EX FINANCIALS & RESOURCES ETF,ETF UNITS           ,9.78,20230630
PLUS  ,EQY,VANECK AUSTRALIAN CORPORATE BOND PLUS ETF,ETF UNITS           ,16,20230630
POU   ,EQY,BETASHARES BRITISH POUND ETF                                ,ETF UNITS           ,18.91,20230630
QAU   ,EQY,BETASHARES GOLD BULLION ETF - CURRENCY HEDGED               ,ETF UNITS           ,16.27,20230630
QFN   ,EQY,BETASHARES AUSTRALIAN FINANCIALS SECTOR ETF                 ,ETF UNITS           ,11.54,20230630
QHAL  ,EQY,VANECK MSCI INTERNATIONAL QUALITY (HEDGED) ETF,ETF UNITS           ,39.14,20230630
QLTY  ,EQY,BETASHARES GLOBAL QUALITY LEADERS ETF,ETF UNITS           ,24.23,20230630
QMIX  ,EQY,SPDR MSCI WORLD QUALITY MIX FUND,ETF UNITS           ,25.99,20230630
QOZ   ,EQY,BETASHARES FTSE RAFI AUSTRALIA 200 ETF                      ,ETF UNITS           ,14.76,20230630
QPON  ,EQY,BETASHARES AUSTRALIAN BANK SENIOR FLOATING RATE BOND ETF,ETF UNITS           ,25.91,20230630
QRE   ,EQY,BETASHARES AUSTRALIAN RESOURCES SECTOR ETF                  ,ETF UNITS           ,7.89,20230630
QSML  ,EQY,VANECK MSCI INTL SMALL COMPANIES QUALITY ETF,ETF UNITS           ,23.85,20230630
QUAL  ,EQY,VANECK MSCI INTERNATIONAL QUALITY ETF,ETF UNITS           ,44.5,20230630
QUS   ,EQY,BETASHARES S&P 500 EQUAL WEIGHT ETF                         ,ETF UNITS           ,43.74,20230630
QYLD  ,EQY,GLOBAL X NASDAQ 100 COVERED CALL ETF,ETF UNITS           ,11.51,20230630
RARI  ,EQY,RUSSELL INVESTMENTS AUSTRALIAN RESPONSIBLE INVESTMENT ETF,ETF UNITS           ,24.47,20230630
RBTZ  ,EQY,BETASHARES GLOBAL ROBOTICS AND ARTIFICIAL INTELLIGENCE ETF,ETF UNITS           ,13.01,20230630
RCB   ,EQY,RUSSELL INVESTMENTS AUSTRALIAN SELECT CORPORATE BOND ETF    ,ETF UNITS           ,19.37,20230630
RDV   ,EQY,RUSSELL INVESTMENTS HIGH DIVIDEND AUSTRALIAN SHARES ETF     ,ETF UNITS           ,27.87,20230630
REIT  ,EQY,VANECK FTSE INTERNATIONAL PROPERTY (HEDGED) ETF,ETF UNITS           ,15.43,20230630
RGB   ,EQY,RUSSELL INVESTMENTS AUSTRALIAN GOVERNMENT BOND ETF          ,ETF UNITS           ,18.6,20230630
ROBO  ,EQY,GLOBAL X ROBO GLOBAL ROBOTICS & AUTOMATION ETF,ETF UNITS           ,76.16,20230630
ROYL  ,EQY,BETASHARES GLOBAL ROYALTIES ETF,ETF UNITS           ,8.65,20230630
RSM   ,EQY,RUSSELL INVESTMENTS AUSTRALIAN SEMI-GOVERNMENT BOND ETF     ,ETF UNITS           ,19,20230630
SEMI  ,EQY,GLOBAL X SEMICONDUCTOR ETF,ETF UNITS           ,11.68,20230630
SFY   ,EQY,SPDR S&P/ASX 50 FUND                                        ,ETF UNITS           ,63.94,20230630
SLF   ,EQY,SPDR S&P/ASX 200 LISTED PROPERTY FUND                       ,ETF UNITS           ,10.49,20230630
SPY   ,EQY,SPDR S&P 500 ETF TRUST                                      ,CDI 1:1             ,662.05,20230630
SSO   ,EQY,SPDR S&P/ASX SMALL ORDINARIES FUND                          ,ETF UNITS           ,12.84,20230630
STW   ,EQY,SPDR S&P/ASX 200 FUND                                       ,ETF UNITS           ,64.89,20230630
SUBD  ,EQY,VANECK AUSTRALIAN SUBORDINATED DEBT ETF,ETF UNITS           ,24.83,20230630
SYI   ,EQY,SPDR MSCI AUSTRALIA SELECT HIGH DIVIDEND YIELD FUND         ,ETF UNITS           ,27.04,20230630
TANN  ,EQY,BETASHARES SOLAR ETF,ETF UNITS           ,12,20230630
TBIL  ,EQY,VANECK 1-3 MONTH US TREASURY BOND ETF,ETF UNITS           ,50.52,20230630
TECH  ,EQY,GLOBAL X MORNINGSTAR GLOBAL TECHNOLOGY ETF,ETF UNITS           ,92.32,20230630
UMAX  ,EQY,BETASHARES S&P 500 YIELD MAXIMISER FUND (MANAGED FUND),ETF UNITS           ,21.31,20230630
URNM  ,EQY,BETASHARES GLOBAL URANIUM ETF,ETF UNITS           ,6.05,20230630
USD   ,EQY,BETASHARES U.S. DOLLAR ETF                                  ,ETF UNITS           ,14.91,20230630
USHY  ,EQY,GLOBAL X USD HIGH YIELD BOND ETF(CURRENCY HEDGED).,ETF UNITS           ,9.97,20230630
USIG  ,EQY,GLOBAL X USD CORPORATE BOND ETF (CURRENCY HEDGED),ETF UNITS           ,9.69,20230630
USTB  ,EQY,GLOBAL X US TREASURY BOND ETF (CURRENCY HEDGED).,ETF UNITS           ,9.36,20230630
UYLD  ,EQY,GLOBAL X S&P 500 COVERED CALL ETF,ETF UNITS           ,10.88,20230628
VACF  ,EQY,VANGUARD AUSTRALIAN CORP FIXED INTEREST INDEX ETF,ETF UNITS           ,48.78,20230630
VAE   ,EQY,VANGUARD FTSE ASIA EX JAPAN SHARES INDEX ETF                ,ETF UNITS           ,67.98,20230630
VAF   ,EQY,VANGUARD AUSTRALIAN FIXED INTEREST INDEX ETF                ,ETF UNITS           ,44.54,20230630
VAP   ,EQY,VANGUARD AUSTRALIAN PROPERTY SECURITIES INDEX ETF           ,ETF UNITS           ,77.3,20230630
VAS   ,EQY,VANGUARD AUSTRALIAN SHARES INDEX ETF                        ,ETF UNITS           ,90.07,20230630
VBLD  ,EQY,VANGUARD GLOBAL INFRASTRUCTURE INDEX ETF,ETF UNITS           ,62.27,20230630
VBND  ,EQY,VANGUARD GLOBAL AGGREGATE BOND INDEX (HEDGED) ETF,ETF UNITS           ,41.17,20230630
VCF   ,EQY,VANGUARD INTERNATIONAL CREDIT SECURITIES INDEX (HEDGED) ETF ,ETF UNITS           ,37.52,20230630
VDBA  ,EQY,VANGUARD DIVERSIFIED BALANCED INDEX ETF,ETF UNITS           ,51.06,20230630
VDCO  ,EQY,VANGUARD DIVERSIFIED CONSERVATIVE INDEX ETF,ETF UNITS           ,49.19,20230630
VDGR  ,EQY,VANGUARD DIVERSIFIED GROWTH INDEX ETF,ETF UNITS           ,54.63,20230630
VDHG  ,EQY,VANGUARD DIVERSIFIED HIGH GROWTH INDEX ETF,ETF UNITS           ,58.16,20230630
VEFI  ,EQY,VANGUARD ETHICALLY CONSCIOUS GLB AGG BOND INDEX (HEDGED) ETF,ETF UNITS           ,42.14,20230630
VEQ   ,EQY,VANGUARD FTSE EUROPE SHARES ETF                             ,ETF UNITS           ,66.22,20230630
VESG  ,EQY,VANGUARD ETHICALLY CONSCIOUS INTERNATIONAL SHARES INDEX ETF,ETF UNITS           ,74.72,20230630
VETH  ,EQY,VANGUARD ETHICALLY CONSCIOUS AUSTRALIAN SHARES ETF,ETF UNITS           ,55.81,20230630
VEU   ,EQY,VANGUARD ALL-WORLD EX-US SHARES INDEX ETF                   ,CDI 1:1             ,81.34,20230630
VGAD  ,EQY,VANGUARD MSCI INDEX INTERNATIONAL SHARES (HEDGED) ETF,ETF UNITS           ,86.11,20230630
VGB   ,EQY,VANGUARD AUSTRALIAN GOVERNMENT BOND INDEX ETF               ,ETF UNITS           ,45.71,20230630
VGE   ,EQY,VANGUARD FTSE EMERGING MARKETS SHARES ETF                   ,ETF UNITS           ,67.69,20230630
VGS   ,EQY,VANGUARD MSCI INDEX INTERNATIONAL SHARES ETF                ,ETF UNITS           ,106.54,20230630
VHY   ,EQY,VANGUARD AUSTRALIAN SHARES HIGH YIELD ETF                   ,ETF UNITS           ,67.63,20230630
VIF   ,EQY,VANGUARD INTERNATIONAL FIXED INTEREST INDEX (HEDGED) ETF    ,ETF UNITS           ,38.45,20230630
VISM  ,EQY,VANGUARD MSCI INTERNATIONAL SMALL COMPANIES INDEX ETF,ETF UNITS           ,57.78,20230630
VLC   ,EQY,VANGUARD MSCI AUSTRALIAN LARGE COMPANIES INDEX ETF          ,ETF UNITS           ,73,20230630
VLUE  ,EQY,VANECK MSCI INTERNATIONAL VALUE ETF,ETF UNITS           ,24.15,20230630
VSO   ,EQY,VANGUARD MSCI AUSTRALIAN SMALL COMPANIES INDEX ETF          ,ETF UNITS           ,62.1,20230630
VTS   ,EQY,VANGUARD US TOTAL MARKET SHARES INDEX ETF                   ,CDI 1:1             ,329.34,20230630
WDIV  ,EQY,SPDR S&P GLOBAL DIVIDEND FUND,ETF UNITS           ,17.2,20230630
WDMF  ,EQY,ISHARES EDGE MSCI WORLD MULTIFACTOR ETF,ETF UNITS           ,37.91,20230630
WEMG  ,EQY,SPDR S&P EMERGING MARKETS CARBON CONTROL FUND,ETF UNITS           ,21.2,20230630
WIRE  ,EQY,GLOBAL X COPPER MINERS ETF,ETF UNITS           ,11.44,20230630
WVOL  ,EQY,ISHARES EDGE MSCI WORLD MINIMUM VOLATILITY ETF,ETF UNITS           ,36.33,20230630
WXHG  ,EQY,SPDR S&P WORLD EX AUS CARBON CONTROL (HEDGED) FUND,ETF UNITS           ,21.36,20230630
WXOZ  ,EQY,SPDR S&P WORLD EX AUSTRALIA CARBON CONTROL FUND,ETF UNITS           ,38.1,20230630
XCO2  ,EQY,VANECK GLOBAL CARBON CREDITS ETF (SYNTHETIC),ETF UNITS           ,21.8,20230629
XMET  ,EQY,BETASHARES ENERGY TRANSITION METALS ETF,ETF UNITS           ,8.25,20230630
ZYAU  ,EQY,GLOBAL X S&P/ASX 300 HIGH YIELD PLUS ETF,ETF UNITS           ,7.98,20230630
ZYUS  ,EQY,GLOBAL X S&P 500 HIGH YIELD LOW VOLATILITY ETF,ETF UNITS           ,12.69,20230630
OPNR  ,EQY,OPENN NEGOTIATION LIMITED,RIGHTS 03-JUL-23    ,0.002,20230630
TTTR  ,EQY,TITOMIC LIMITED,RIGHTS 06-JUL-23 DEF,0.003,20230630
WECR  ,EQY,WHITE ENERGY COMPANY LIMITED,RIGHTS 07-JUL-23    ,0.001,20230622
GOLD  ,EQY,GLOBAL X METAL SECURITIES AUSTRALIA LIMITED.,GBLX GOLD           ,26.62,20230630
CINPA ,EQY,CARLTON INVESTMENTS LIMITED,7% CUM.PREF.        ,2.19,20210215
SSLPA ,EQY,SIETEL LIMITED,5.0% CUM.PREFERENCE ,1,20230417
WHFPA ,EQY,WHITEFIELD INDUSTRIALS LIMITED,8.0% CUMULATIVE PRF ,1,20170523
AMPPB ,EQY,AMP LIMITED,CN 3M PER Q RD T-25 ,103.11,20230629
AN3PG ,EQY,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED.,CN 3M PER Q RD T-24 ,101.95,20230630
AN3PH ,EQY,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED.,CN 3M PER Q RD T-25 ,102.9,20230630
AN3PI ,EQY,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED.,CN 3M PER Q RD T-28 ,101.07,20230630
AN3PJ ,EQY,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED.,CN 3M PER Q RD T-29 ,99.189,20230630
AN3PK ,EQY,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED.,CN 3M PER Q RD T-30 ,98.95,20230630
AYUPA ,EQY,AUSTRALIAN UNITY LIMITED,MCI CN 5.00% PER 6M ,83.9,20230630
BENPG ,EQY,BENDIGO AND ADELAIDE BANK LIMITED,CTG PRE 3M PER RD T ,101.8,20230630
BENPH ,EQY,BENDIGO AND ADELAIDE BANK LIMITED,CN 3M PER RD T-27   ,102.73,20230630
BOQPE ,EQY,BANK OF QUEENSLAND LIMITED.,CN 3M PER Q RD T-24 ,101.9,20230630
BOQPF ,EQY,BANK OF QUEENSLAND LIMITED.,CN 3M PER Q RD T-27 ,102.98,20230630
BOQPG ,EQY,BANK OF QUEENSLAND LIMITED.,CN 3M PER Q RD T-28 ,101,20230630
